strategy,model,question_index,metric,score
strategy-2,meta-llama/llama-4-maverick-17b-128e-instruct,0,sequence_matching,0.5930232558139535
strategy-2,meta-llama/llama-4-maverick-17b-128e-instruct,0,jaccard,0.5217391304347826
strategy-2,meta-llama/llama-4-maverick-17b-128e-instruct,0,cosine,0.7212849819610277
strategy-2,llama-3.3-70b-versatile,0,dice_token,0.6666666666666666
strategy-2,llama-3.3-70b-versatile,0,similarity_score,0.5120481927710844
strategy-2,llama-3.3-70b-versatile,0,sequence_matching,0.5421686746987951
strategy-2,llama-3.3-70b-versatile,0,jaccard,0.5
strategy-2,llama-3.3-70b-versatile,0,cosine,0.6229918232859787
strategy-2,groq/compound-mini,0,dice_token,0.6285714285714286
strategy-2,groq/compound-mini,0,similarity_score,0.6321525885558583
strategy-2,groq/compound-mini,0,sequence_matching,0.659400544959128
strategy-2,groq/compound-mini,0,jaccard,0.4583333333333333
strategy-2,groq/compound-mini,0,cosine,0.7709818498057165
strategy-2,openai/gpt-oss-20b,1,dice_token,0.7567567567567568
strategy-2,openai/gpt-oss-20b,1,similarity_score,0.6342857142857142
strategy-2,openai/gpt-oss-20b,1,sequence_matching,0.6457142857142857
strategy-2,openai/gpt-oss-20b,1,jaccard,0.6086956521739131
strategy-2,openai/gpt-oss-20b,1,cosine,0.6862739616392314
strategy-2,moonshotai/kimi-k2-instruct-0905,1,dice_token,0.7027027027027027
strategy-2,moonshotai/kimi-k2-instruct-0905,1,similarity_score,0.4342857142857143
strategy-2,moonshotai/kimi-k2-instruct-0905,1,sequence_matching,0.5142857142857142
strategy-2,moonshotai/kimi-k2-instruct-0905,1,jaccard,0.5416666666666666
strategy-2,moonshotai/kimi-k2-instruct-0905,1,cosine,0.6520198622764672
strategy-2,meta-llama/llama-4-maverick-17b-128e-instruct,1,dice_token,0.7428571428571429
strategy-2,meta-llama/llama-4-maverick-17b-128e-instruct,1,similarity_score,0.6896551724137931
strategy-2,meta-llama/llama-4-maverick-17b-128e-instruct,1,sequence_matching,0.6896551724137931
strategy-2,meta-llama/llama-4-maverick-17b-128e-instruct,1,jaccard,0.5909090909090909
strategy-2,meta-llama/llama-4-maverick-17b-128e-instruct,1,cosine,0.7433111162394346
strategy-2,llama-3.3-70b-versatile,1,dice_token,0.7428571428571429
strategy-2,llama-3.3-70b-versatile,1,similarity_score,0.4804804804804805
strategy-2,llama-3.3-70b-versatile,1,sequence_matching,0.5225225225225225
strategy-2,llama-3.3-70b-versatile,1,jaccard,0.5909090909090909
strategy-2,llama-3.3-70b-versatile,1,cosine,0.620704416451776
strategy-2,groq/compound-mini,1,dice_token,0.7368421052631579
strategy-2,groq/compound-mini,1,similarity_score,0.6271186440677966
strategy-2,groq/compound-mini,1,sequence_matching,0.6440677966101694
strategy-2,groq/compound-mini,1,jaccard,0.5833333333333334
strategy-2,groq/compound-mini,1,cosine,0.6662098891778447
strategy-2,openai/gpt-oss-20b,2,dice_token,0.7083333333333334
strategy-2,openai/gpt-oss-20b,2,similarity_score,0.48760330578512395
strategy-2,openai/gpt-oss-20b,2,sequence_matching,0.5743801652892562
strategy-2,openai/gpt-oss-20b,2,jaccard,0.5483870967741935
strategy-2,openai/gpt-oss-20b,2,cosine,0.6550869293065003
strategy-2,moonshotai/kimi-k2-instruct-0905,2,dice_token,0.6857142857142857
strategy-2,moonshotai/kimi-k2-instruct-0905,2,similarity_score,0.5373961218836565
strategy-2,moonshotai/kimi-k2-instruct-0905,2,sequence_matching,0.5373961218836565
strategy-2,moonshotai/kimi-k2-instruct-0905,2,jaccard,0.5217391304347826
strategy-2,moonshotai/kimi-k2-instruct-0905,2,cosine,0.633577317467798
strategy-2,meta-llama/llama-4-maverick-17b-128e-instruct,2,dice_token,0.75
strategy-2,meta-llama/llama-4-maverick-17b-128e-instruct,2,similarity_score,0.6363636363636364
strategy-2,meta-llama/llama-4-maverick-17b-128e-instruct,2,sequence_matching,0.6464646464646465
strategy-2,meta-llama/llama-4-maverick-17b-128e-instruct,2,jaccard,0.6
strategy-2,meta-llama/llama-4-maverick-17b-128e-instruct,2,cosine,0.6450530404951144
strategy-2,llama-3.3-70b-versatile,2,dice_token,0.7567567567567568
strategy-2,llama-3.3-70b-versatile,2,similarity_score,0.6178010471204188
strategy-2,llama-3.3-70b-versatile,2,sequence_matching,0.6178010471204188
strategy-2,llama-3.3-70b-versatile,2,jaccard,0.6086956521739131
strategy-2,llama-3.3-70b-versatile,2,cosine,0.6792501192775893
strategy-2,groq/compound-mini,2,dice_token,0.85
strategy-2,groq/compound-mini,2,similarity_score,0.68
strategy-2,groq/compound-mini,2,sequence_matching,0.68
strategy-2,groq/compound-mini,2,jaccard,0.7391304347826086
strategy-2,groq/compound-mini,2,cosine,0.8409827590207587
strategy-2,openai/gpt-oss-20b,3,dice_token,0.6274509803921569
strategy-2,openai/gpt-oss-20b,3,similarity_score,0.3143350604490501
strategy-2,openai/gpt-oss-20b,3,sequence_matching,0.6010362694300518
strategy-2,openai/gpt-oss-20b,3,jaccard,0.45714285714285713
strategy-2,openai/gpt-oss-20b,3,cosine,0.593362566541553
strategy-2,moonshotai/kimi-k2-instruct-0905,3,dice_token,0.6521739130434783
strategy-2,moonshotai/kimi-k2-instruct-0905,3,similarity_score,0.5046382189239332
strategy-2,moonshotai/kimi-k2-instruct-0905,3,sequence_matching,0.5862708719851577
strategy-2,moonshotai/kimi-k2-instruct-0905,3,jaccard,0.4838709677419355
strategy-2,moonshotai/kimi-k2-instruct-0905,3,cosine,0.6185568147696459
strategy-2,meta-llama/llama-4-maverick-17b-128e-instruct,3,dice_token,0.6666666666666666
strategy-2,meta-llama/llama-4-maverick-17b-128e-instruct,3,similarity_score,0.5799256505576208
strategy-2,meta-llama/llama-4-maverick-17b-128e-instruct,3,sequence_matching,0.6356877323420075
strategy-2,meta-llama/llama-4-maverick-17b-128e-instruct,3,jaccard,0.5
strategy-2,meta-llama/llama-4-maverick-17b-128e-instruct,3,cosine,0.6024594848772786
strategy-2,llama-3.3-70b-versatile,3,dice_token,0.5098039215686274
strategy-2,llama-3.3-70b-versatile,3,similarity_score,0.2442528735632184
strategy-2,llama-3.3-70b-versatile,3,sequence_matching,0.6149425287356322
strategy-2,llama-3.3-70b-versatile,3,jaccard,0.34210526315789475
strategy-2,llama-3.3-70b-versatile,3,cosine,0.5285595099785338
strategy-2,groq/compound-mini,3,dice_token,0.5660377358490566
strategy-2,groq/compound-mini,3,similarity_score,0.2961783439490446
strategy-2,groq/compound-mini,3,sequence_matching,0.678343949044586
strategy-2,groq/compound-mini,3,jaccard,0.39473684210526316
strategy-2,groq/compound-mini,3,cosine,0.6996300455578285
strategy-2,openai/gpt-oss-20b,4,dice_token,0.576271186440678
strategy-2,openai/gpt-oss-20b,4,similarity_score,0.40329218106995884
strategy-2,openai/gpt-oss-20b,4,sequence_matching,0.7160493827160493
strategy-2,openai/gpt-oss-20b,4,jaccard,0.40476190476190477
strategy-2,openai/gpt-oss-20b,4,cosine,0.4219079628472589
strategy-2,moonshotai/kimi-k2-instruct-0905,4,dice_token,0.6440677966101694
strategy-2,moonshotai/kimi-k2-instruct-0905,4,similarity_score,0.22796352583586627
strategy-2,moonshotai/kimi-k2-instruct-0905,4,sequence_matching,0.6504559270516718
strategy-2,moonshotai/kimi-k2-instruct-0905,4,jaccard,0.475
strategy-2,moonshotai/kimi-k2-instruct-0905,4,cosine,0.44969796627243624
strategy-2,meta-llama/llama-4-maverick-17b-128e-instruct,4,dice_token,0.6451612903225806
strategy-2,meta-llama/llama-4-maverick-17b-128e-instruct,4,similarity_score,0.27020506634499397
strategy-2,meta-llama/llama-4-maverick-17b-128e-instruct,4,sequence_matching,0.6417370325693607
strategy-2,meta-llama/llama-4-maverick-17b-128e-instruct,4,jaccard,0.47619047619047616
strategy-2,meta-llama/llama-4-maverick-17b-128e-instruct,4,cosine,0.5170876899950191
strategy-2,llama-3.3-70b-versatile,4,dice_token,0.4444444444444444
strategy-2,llama-3.3-70b-versatile,4,similarity_score,0.3499005964214712
strategy-2,llama-3.3-70b-versatile,4,sequence_matching,0.42147117296222664
strategy-2,llama-3.3-70b-versatile,4,jaccard,0.2857142857142857
strategy-2,llama-3.3-70b-versatile,4,cosine,0.2939873661036668
strategy-2,groq/compound-mini,4,dice_token,0.8
strategy-2,groq/compound-mini,4,similarity_score,0.521505376344086
strategy-2,groq/compound-mini,4,sequence_matching,0.728494623655914
strategy-2,groq/compound-mini,4,jaccard,0.6666666666666666
strategy-2,groq/compound-mini,4,cosine,0.5335087430842801
strategy-2,openai/gpt-oss-20b,5,dice_token,0.9230769230769231
strategy-2,openai/gpt-oss-20b,5,similarity_score,0.9953917050691244
strategy-2,openai/gpt-oss-20b,5,sequence_matching,0.9953917050691244
strategy-2,openai/gpt-oss-20b,5,jaccard,0.8571428571428571
strategy-2,openai/gpt-oss-20b,5,cosine,0.9473684210526314
strategy-2,moonshotai/kimi-k2-instruct-0905,5,dice_token,1.0
strategy-2,moonshotai/kimi-k2-instruct-0905,5,similarity_score,0.7105263157894737
strategy-2,moonshotai/kimi-k2-instruct-0905,5,sequence_matching,0.7105263157894737
strategy-2,moonshotai/kimi-k2-instruct-0905,5,jaccard,1.0
strategy-2,moonshotai/kimi-k2-instruct-0905,5,cosine,0.9713237285143653
strategy-2,meta-llama/llama-4-maverick-17b-128e-instruct,5,dice_token,0.7
strategy-2,meta-llama/llama-4-maverick-17b-128e-instruct,5,similarity_score,0.5604395604395604
strategy-2,meta-llama/llama-4-maverick-17b-128e-instruct,5,sequence_matching,0.5824175824175825
strategy-2,meta-llama/llama-4-maverick-17b-128e-instruct,5,jaccard,0.5384615384615384
strategy-2,meta-llama/llama-4-maverick-17b-128e-instruct,5,cosine,0.7254762501100116
strategy-2,llama-3.3-70b-versatile,5,dice_token,0.782608695652174
strategy-2,llama-3.3-70b-versatile,5,similarity_score,0.5870646766169154
strategy-2,llama-3.3-70b-versatile,5,sequence_matching,0.5870646766169154
strategy-2,llama-3.3-70b-versatile,5,jaccard,0.6428571428571429
strategy-2,llama-3.3-70b-versatile,5,cosine,0.7570332986102252
strategy-2,groq/compound-mini,5,dice_token,0.88
strategy-2,groq/compound-mini,5,similarity_score,0.8995215311004785
strategy-2,groq/compound-mini,5,sequence_matching,0.8995215311004785
strategy-2,groq/compound-mini,5,jaccard,0.7857142857142857
strategy-2,groq/compound-mini,5,cosine,0.7570332986102252
strategy-2,openai/gpt-oss-20b,6,dice_token,0.8695652173913043
strategy-2,openai/gpt-oss-20b,6,similarity_score,0.7127659574468085
strategy-2,openai/gpt-oss-20b,6,sequence_matching,0.7127659574468085
strategy-2,openai/gpt-oss-20b,6,jaccard,0.7692307692307693
strategy-2,openai/gpt-oss-20b,6,cosine,0.7949537509361166
strategy-2,moonshotai/kimi-k2-instruct-0905,6,dice_token,0.88
strategy-2,moonshotai/kimi-k2-instruct-0905,6,similarity_score,0.7679324894514767
strategy-2,moonshotai/kimi-k2-instruct-0905,6,sequence_matching,0.8354430379746836
strategy-2,moonshotai/kimi-k2-instruct-0905,6,jaccard,0.7857142857142857
strategy-2,moonshotai/kimi-k2-instruct-0905,6,cosine,0.9826753764506828
strategy-2,meta-llama/llama-4-maverick-17b-128e-instruct,6,dice_token,0.8695652173913043
strategy-2,meta-llama/llama-4-maverick-17b-128e-instruct,6,similarity_score,0.7127659574468085
strategy-2,meta-llama/llama-4-maverick-17b-128e-instruct,6,sequence_matching,0.7127659574468085
strategy-2,meta-llama/llama-4-maverick-17b-128e-instruct,6,jaccard,0.7692307692307693
strategy-2,meta-llama/llama-4-maverick-17b-128e-instruct,6,cosine,0.7949537509361166
